symbol,name,country,indices,industries,symbols,metadata,isins,akas,wiki_name
PYPL,PayPal Holdings Inc.,United States,NASDAQ 100;S&P 100;S&P 500,Technology;Software & IT Services;Internet Services,"[{'yahoo': '2PP.F', 'google': 'FRA:2PP', 'currency': 'EUR'}, {'yahoo': 'PYPL', 'google': 'NASDAQ:PYPL', 'currency': 'USD'}, {'yahoo': '2PP0.F', 'google': 'FRA:2PP0', 'currency': 'EUR'}]","{'founded': 1998, 'employees': 21800}",[],[],
QCOM,Qualcomm Inc.,United States,NASDAQ 100;S&P 100;S&P 500,Technology;Technology Equipment;Semiconductors & Semiconductor Equipment;Semiconductors,"[{'yahoo': 'QCI.F', 'google': 'FRA:QCI', 'currency': 'EUR'}, {'yahoo': 'QCOM', 'google': 'NASDAQ:QCOM', 'currency': 'USD'}]","{'founded': 1985, 'employees': 41000}",[],[],
REGN,Regeneron Pharmaceuticals Inc.,United States,NASDAQ 100;S&P 500,Biotechnology & Medical Research;Pharmaceuticals & Medical Research;Healthcare,"[{'yahoo': 'RGO.F', 'google': 'FRA:RGO', 'currency': 'EUR'}, {'yahoo': 'REGN', 'google': 'NASDAQ:REGN', 'currency': 'USD'}, {'yahoo': '0R2M.L', 'google': 'LON:0R2M', 'currency': 'GBP'}]","{'founded': 1988, 'employees': 8100}",[],[],
ROST,Ross Stores Inc.,United States,NASDAQ 100;S&P 500,Retailers;Apparel & Accessories Retailers;Specialty Retailers;Consumer Cyclicals,"[{'yahoo': 'RSO.F', 'google': 'FRA:RSO', 'currency': 'EUR'}, {'yahoo': 'ROST', 'google': 'NASDAQ:ROST', 'currency': 'USD'}, {'yahoo': '0KXO.L', 'google': 'LON:0KXO', 'currency': 'GBP'}]","{'founded': 1982, 'employees': 88100}",[],[],
SBUX,Starbucks Corporation,United States,NASDAQ 100;S&P 100;S&P 500,Hotels & Entertainment Services;Restaurants & Bars;Cyclical Consumer Services;Consumer Cyclicals,"[{'yahoo': 'SRB.F', 'google': 'FRA:SRB', 'currency': 'EUR'}, {'yahoo': 'SBUX', 'google': 'NASDAQ:SBUX', 'currency': 'USD'}]","{'founded': 1971, 'employees': 349000}",[],[],
SCHW,The Charles Schwab Corporation,United States,S&P 100;S&P 500,Financials,"[{'yahoo': 'SWG.F', 'google': 'FRA:SWG', 'currency': 'EUR'}, {'yahoo': 'SCHW', 'google': 'NYSE:SCHW', 'currency': 'USD'}, {'yahoo': '0L3I.L', 'google': 'LON:0L3I', 'currency': 'GBP'}, {'yahoo': 'SWG0.F', 'google': 'FRA:SWG0', 'currency': 'EUR'}]","{'founded': 1971, 'employees': 32000}",['US8085131055'],[],
SIRI,Sirius XM Holdings Inc.,United States,NASDAQ 100,Media & Publishing;Cyclical Consumer Services;Broadcasting;Consumer Cyclicals,"[{'yahoo': 'RDO.F', 'google': 'FRA:RDO', 'currency': 'EUR'}, {'yahoo': 'SIRI', 'google': 'NASDAQ:SIRI', 'currency': 'USD'}, {'yahoo': '0L6Z.L', 'google': 'LON:0L6Z', 'currency': 'GBP'}]","{'founded': 2008, 'employees': 4534}",[],[],
SNPS,Synopsys Inc.,United States,NASDAQ 100;S&P 500,Software;Technology;Software & IT Services,"[{'yahoo': 'SYP.F', 'google': 'FRA:SYP', 'currency': 'EUR'}, {'yahoo': 'SNPS', 'google': 'NASDAQ:SNPS', 'currency': 'USD'}, {'yahoo': '0LBP.L', 'google': 'LON:0LBP', 'currency': 'GBP'}]","{'founded': 1986, 'employees': 13000}",[],[],
SO,Southern Company,United States,S&P 100;S&P 500,Electric Utilities;Electric Utilities & IPPs;Utilities,"[{'yahoo': 'SOT.F', 'google': 'FRA:SOT', 'currency': 'EUR'}, {'yahoo': 'SO', 'google': 'NYSE:SO', 'currency': 'USD'}, {'yahoo': '0L8A.L', 'google': 'LON:0L8A', 'currency': 'GBP'}]","{'founded': 1945, 'employees': 29000}",[],[],
SPG,Simon Property Group Inc.,United States,S&P 100;S&P 500,Commercial REITs;Real Estate;Financials;Residential & Commercial RETIs,"[{'yahoo': 'SQI.F', 'google': 'FRA:SQI', 'currency': 'EUR'}, {'yahoo': 'SPG', 'google': 'NYSE:SPG', 'currency': 'USD'}, {'yahoo': '0L6P.L', 'google': 'LON:0L6P', 'currency': 'GBP'}]","{'founded': 1993, 'employees': 3300}",[],[],
STZ,Constellation Brands Inc.,United States,NASDAQ 100;S&P 500,Food & Beverages;Consumer Non-Cyclicals;Beverages;Distillers & Wineries,"[{'yahoo': 'CB1A.F', 'google': 'FRA:CB1A', 'currency': 'EUR'}, {'yahoo': 'STZ', 'google': 'NYSE:STZ', 'currency': 'USD'}, {'yahoo': 'CEG', 'google': 'NASDAQ:CEG', 'currency': 'USD'}]","{'founded': 1945, 'employees': 8700}",[],[],
SWKS,Skyworks Solutions Inc.,United States,NASDAQ 100;S&P 500,Technology;Technology Equipment;Semiconductors & Semiconductor Equipment;Semiconductors,"[{'yahoo': 'AWM.F', 'google': 'FRA:AWM', 'currency': 'EUR'}, {'yahoo': 'SWKS', 'google': 'NASDAQ:SWKS', 'currency': 'USD'}, {'yahoo': '0L77.L', 'google': 'LON:0L77', 'currency': 'GBP'}]","{'founded': 2002, 'employees': 10017}",[],[],
T,AT&T Inc,United States,S&P 100;S&P 500,Telecommunications Services;Wireless Telecommunications Services,"[{'yahoo': 'SOBA.F', 'google': 'FRA:SOBA', 'currency': 'EUR'}, {'yahoo': 'T', 'google': 'NYSE:T', 'currency': 'USD'}]","{'founded': 1983, 'employees': 230000}",['US00206R1023'],[],
TEAM,Atlassian Corporation Plc,Australia,NASDAQ 100,Software,"[{'yahoo': 'TEAM', 'google': 'NASDAQ:TEAM', 'currency': 'USD'}, {'yahoo': '59A.F', 'google': 'FRA:59A', 'currency': 'EUR'}]","{'founded': 2002, 'employees': 6117}",['GB00BZ09BD16'],[],Atlassian Corporation Plc
TGT,Target Corporation,United States,S&P 100;S&P 500,Diversified Retail;Retailers;Discount Stores;Consumer Cyclicals,"[{'yahoo': 'DYH.F', 'google': 'FRA:DYH', 'currency': 'EUR'}, {'yahoo': 'TGT', 'google': 'NYSE:TGT', 'currency': 'USD'}, {'yahoo': '0LD8.L', 'google': 'LON:0LD8', 'currency': 'GBP'}]","{'founded': 1902, 'employees': 368000}",[],[],
TMO,Thermo Fisher Scientific Inc.,United States,S&P 100;S&P 500,Healthcare;Advanced Medical Equipment & Technology;Healthcare Services;Healthcare Equipment & Supplies,"[{'yahoo': 'TN8.F', 'google': 'FRA:TN8', 'currency': 'EUR'}, {'yahoo': 'TMO', 'google': 'NYSE:TMO', 'currency': 'USD'}, {'yahoo': '0R0H.L', 'google': 'LON:0R0H', 'currency': 'GBP'}]","{'founded': 1956, 'employees': 80000}",[],[],
TMUS,T-Mobile US Inc.,United States,NASDAQ 100;S&P 100;S&P 500,Telecommunications Services;Wireless Telecommunications Services,"[{'yahoo': 'TM5.F', 'google': 'FRA:TM5', 'currency': 'EUR'}, {'yahoo': 'TMUS', 'google': 'NASDAQ:TMUS', 'currency': 'USD'}, {'yahoo': '0R2L.L', 'google': 'LON:0R2L', 'currency': 'GBP'}]","{'founded': 1994, 'employees': 75000}",['US8725901040'],[],
TSLA,Tesla Inc.,United States,NASDAQ 100;S&P 100;S&P 500,Auto & Truck Manufacturers;Automobiles & Auto Parts;Consumer Cyclicals,"[{'yahoo': 'TL0.F', 'google': 'FRA:TL0', 'currency': 'EUR'}, {'yahoo': 'TSLA', 'google': 'NASDAQ:TSLA', 'currency': 'USD'}]","{'founded': 2003, 'employees': 70757}",['US88160R1014'],[],
TXN,Texas Instruments Inc.,United States,NASDAQ 100;S&P 100;S&P 500,Technology;Technology Equipment;Semiconductors & Semiconductor Equipment;Semiconductors,"[{'yahoo': 'TII.F', 'google': 'FRA:TII', 'currency': 'EUR'}, {'yahoo': 'TXN', 'google': 'NASDAQ:TXN', 'currency': 'USD'}, {'yahoo': '0R2H.L', 'google': 'LON:0R2H', 'currency': 'GBP'}]","{'founded': 1930, 'employees': 29888}",[],[],
UNH,UnitedHealth Group Inc.,United States,DOW JONES;S&P 100;S&P 500,Managed Health care;Healthcare;Healthcare Providers & Services;Healthcare Services,"[{'yahoo': 'UNH.F', 'google': 'FRA:UNH', 'currency': 'EUR'}, {'yahoo': 'UNH', 'google': 'NYSE:UNH', 'currency': 'USD'}]","{'founded': 1977, 'employees': 330000}",[],[],
UNP,Union Pacific Corporation,United States,S&P 100;S&P 500,Ground Freight & Logistics;Industrials;Freight & Logistics Services;Transportation,"[{'yahoo': 'UNP.F', 'google': 'FRA:UNP', 'currency': 'EUR'}, {'yahoo': 'UNP', 'google': 'NYSE:UNP', 'currency': 'USD'}, {'yahoo': '0R2E.L', 'google': 'LON:0R2E', 'currency': 'GBP'}]","{'founded': 1969, 'employees': 30960}",[],[],
UPS,United Parcel Service Inc.,United States,S&P 100;S&P 500,Industrial Goods;Industrials;Aerospace & Defense,"[{'yahoo': 'UPAB.F', 'google': 'FRA:UPAB', 'currency': 'EUR'}, {'yahoo': 'UPS', 'google': 'NYSE:UPS', 'currency': 'USD'}, {'yahoo': '0R08.L', 'google': 'LON:0R08', 'currency': 'GBP'}]","{'founded': 1907, 'employees': 481000}",[],[],
USB,U.S. Bancorp,United States,S&P 100;S&P 500,Banking & Investment Services;Banking Services;Financials;Banks,"[{'yahoo': 'UB5.F', 'google': 'FRA:UB5', 'currency': 'EUR'}, {'yahoo': 'USB', 'google': 'NYSE:USB', 'currency': 'USD'}, {'yahoo': '0LHY.L', 'google': 'LON:0LHY', 'currency': 'GBP'}]","{'founded': 1968, 'employees': 69651}",['US9029733048'],[],
V,Visa Inc.,United States,DOW JONES;S&P 100;S&P 500,Technology;Software & IT Services;Internet Services,"[{'yahoo': '3V64.F', 'google': 'FRA:3V64', 'currency': 'EUR'}, {'yahoo': 'V', 'google': 'NYSE:V', 'currency': 'USD'}, {'yahoo': '3V6.F', 'google': 'FRA:3V6', 'currency': 'EUR'}]","{'founded': 1958, 'employees': 20500}",[],[],
VRSK,Verisk Analytics Inc.,United States,NASDAQ 100;S&P 500,Technology;Software & IT Services;IT Services & Consulting,"[{'yahoo': 'VA7A.F', 'google': 'FRA:VA7A', 'currency': 'EUR'}, {'yahoo': 'VRSK', 'google': 'NASDAQ:VRSK', 'currency': 'USD'}, {'yahoo': '0LP3.L', 'google': 'LON:0LP3', 'currency': 'GBP'}]","{'founded': 1971, 'employees': 9300}",[],[],
VRSN,VeriSign Inc.,United States,NASDAQ 100;S&P 500,Technology;Software & IT Services;IT Services & Consulting,"[{'yahoo': 'VRS.F', 'google': 'FRA:VRSN', 'currency': 'EUR'}, {'yahoo': 'VRSN', 'google': 'NASDAQ:VRSN', 'currency': 'USD'}, {'yahoo': '0LOZ.L', 'google': 'LON:0LOZ', 'currency': 'GBP'}]","{'founded': 1995, 'employees': 1019}",[],[],
VRTX,Vertex Pharmaceuticals Inc.,United States,NASDAQ 100;S&P 500,Biotechnology & Medical Research;Pharmaceuticals & Medical Research;Healthcare,"[{'yahoo': 'VX1.F', 'google': 'FRA:VX1', 'currency': 'EUR'}, {'yahoo': 'VRTX', 'google': 'NASDAQ:VRTX', 'currency': 'USD'}, {'yahoo': '0QZU.L', 'google': 'LON:0QZU', 'currency': 'GBP'}]","{'founded': 1989, 'employees': 3000}",[],[],
VZ,Verizon Communications Inc.,United States,DOW JONES;S&P 100;S&P 500,Telecommunications Services;Integrated Telecommunications Services,"[{'yahoo': 'BAC.F', 'google': 'FRA:BAC', 'currency': 'EUR'}, {'yahoo': 'VZ', 'google': 'NYSE:VZ', 'currency': 'USD'}]","{'founded': 1983, 'employees': 132200}",['US92343V1044'],[],
WBA,Walgreens Boots Alliance Inc.,United States,DOW JONES;NASDAQ 100;S&P 100;S&P 500,Consumer Non-Cyclicals;Food & Drug Retailing;Drug Retailers,"[{'yahoo': 'W8A.F', 'google': 'FRA:W8A', 'currency': 'EUR'}, {'yahoo': 'WBA', 'google': 'NASDAQ:WBA', 'currency': 'USD'}, {'yahoo': '0LSZ.L', 'google': 'LON:0LSZ', 'currency': 'GBP'}]","{'founded': 2014, 'employees': 450000}",[],[],
WDAY,"Workday, Inc.",United States,NASDAQ 100,Cloud computing;Software,"[{'yahoo': 'WDAY', 'google': 'NASDAQ:WDAY', 'currency': 'USD'}, {'yahoo': '0M18.L', 'google': 'LON:0M18', 'currency': 'GBP'}, {'yahoo': 'W7D.F', 'google': 'FRA:W7D', 'currency': 'EUR'}]","{'founded': 2005, 'employees': 12500}",['US98138H1014'],[],"Workday, Inc."
WFC,Wells Fargo & Company,United States,S&P 100;S&P 500,Banking & Investment Services;Banking Services;Financials;Banks,"[{'yahoo': 'NWT.F', 'google': 'FRA:NWT', 'currency': 'EUR'}, {'yahoo': 'WFC', 'google': 'NYSE:WFC', 'currency': 'USD'}]","{'founded': 1929, 'employees': 268531}",['US9497461015'],[],
WMT,Walmart Inc.,United States,DOW JONES;S&P 100;S&P 500,Consumer Non-Cyclicals;Food & Drug Retailing;Food Retail & Distribution,"[{'yahoo': 'WMT.F', 'google': 'FRA:WMT', 'currency': 'EUR'}, {'yahoo': 'WMT', 'google': 'NYSE:WMT', 'currency': 'USD'}, {'yahoo': 'WMTD.F', 'google': 'FRA:WMTD', 'currency': 'EUR'}]","{'founded': 1962, 'employees': 22}",['US9311421039'],[],
XEL,Xcel Energy Inc.,United States,NASDAQ 100;S&P 500,,"[{'yahoo': 'XEL', 'google': 'NASDAQ:XEL', 'currency': 'USD'}, {'yahoo': 'NRN.F', 'google': 'FRA:NRN', 'currency': 'EUR'}, {'yahoo': '0M1R.L', 'google': 'LON:0M1R', 'currency': 'GBP'}]","{'founded': 1909, 'employees': 11075}",['US98389B1008'],[],Xcel Energy Inc.
XOM,Exxon Mobil Corporation,United States,S&P 100;S&P 500,Energy;Fossil Fuels;Oil & Gas,"[{'yahoo': 'XONA.F', 'google': 'FRA:XONA', 'currency': 'EUR'}, {'yahoo': 'XOM', 'google': 'NYSE:XOM', 'currency': 'USD'}, {'yahoo': 'XON', 'google': 'NYSE:XON', 'currency': 'USD'}]","{'founded': 1999, 'employees': 72000}",['US30231G1022'],[],
ZM,"Zoom Video Communications, Inc.",United States,NASDAQ 100,,"[{'yahoo': '5ZM.F', 'google': 'FRA:5ZM', 'currency': 'EUR'}, {'yahoo': 'ZM', 'google': 'NASDAQ:ZM', 'currency': 'USD'}, {'yahoo': '0A1O.L', 'google': 'LON:0A1O', 'currency': 'GBP'}]","{'founded': 2011, 'employees': 2532}",[],[],"Zoom Video Communications, Inc."
ZS,"Zscaler, Inc.",United States,NASDAQ 100,Network security;computer security;Internet security,"[{'yahoo': 'ZS', 'google': 'NASDAQ:ZS', 'currency': 'USD'}]","{'founded': 2007, 'employees': 4000}",[],[],"Zscaler, Inc."
